Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
5RNBGG63,journalArticle,2018,"Orduña-Malea, Enrique; Delgado-López-Cózar, Emilio",Dimensions: re-discovering the ecosystem of scientific information,El Profesional de la Información,,"1699-2407, 1386-6710",10.3145/epi.2018.mar.21,https://recyt.fecyt.es/index.php/EPI/article/view/epi.2018.mar.21,"The overarching aim of this work is to provide a detailed description of the free version of Dimensions (new bibliographic database produced by Digital Science and launched in January 2018). To do this, the work is divided into two differentiated blocks. First, its characteristics, operation and features are described, focusing on its main strengths and weaknesses. Secondly, an analysis of its coverage is carried out (comparing it Scopus and Google Scholar) in order to determine whether the bibliometric indicators offered by Dimensions have an order of magnitude significant enough to be used. To this end, an analysis is carried out at three levels: journals (sample of 20 publications in ‘Library & Information Science’), documents (276 articles published by the Journal of informetrics between 2013 and 2015) and authors (28 people awarded with the Derek de Solla Price prize). Preliminary results indicate that Dimensions has coverage of the recent literature superior to Scopus although inferior to Google Scholar. With regard to the number of citations received, Dimensions offers slightly lower figures than Scopus. Despite this, the number of citations in Dimensions exhibits a strong correlation with Scopus and somewhat less (although still significant) with Google Scholar. For this reason, it is concluded that Dimensions is an alternative for carrying out citation studies, being able to rival Scopus (greater coverage and free of charge) and with Google Scholar (greater functionalities for the treatment and data export).",04/04/2018,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:12,420,,2,27,,EPI,Dimensions,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000050,,C:\Users\d_mal\Zotero\storage\TVJTN2W3\Orduña-Malea и Delgado-López-Cózar - 2018 - Dimensions redescubriendo el ecosistema de la inf.pdf,,bibliometrics; research; evaluation; data base; dimensions platform; online academic profiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEA8WPNJ,journalArticle,2010,"Franceschet, Massimo",A comparison of bibliometric indicators for computer science scholars and journals on Web of Science and Google Scholar,Scientometrics,,"0138-9130, 1588-2861",10.1007/s11192-009-0021-2,http://link.springer.com/10.1007/s11192-009-0021-2,"Given the current availability of diﬀerent bibliometric indicators and of production and citation data sources, the following two questions immediately arise: do the indicators’ scores diﬀer when computed on diﬀerent data sources? More importantly, do the indicator-based rankings signiﬁcantly change when computed on diﬀerent data sources? We provide a case study for computer science scholars and journals evaluated on Web of Science and Google Scholar databases. The study concludes that Google Scholar computes signiﬁcantly higher indicators’ scores than Web of Science. Nevertheless, citation-based rankings of both scholars and journals do not signiﬁcantly change when compiled on the two data sources, while rankings based on the h index show a moderate degree of variation1.",2010-04,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:12,243-258,,1,83,,Scientometrics,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000245,,C:\Users\d_mal\Zotero\storage\RIQGRK4F\Franceschet - 2010 - A comparison of bibliometric indicators for comput.pdf,,authors; journals; web of science; bibliometric indicators; data base; google scholar; computer science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CLBHT24,journalArticle,,"Shah, Syed Rahmat Ullah; Mahmood, Khalid; Hameed, Abdul","Review of Google scholar, Web of Science, and Scopus search results: The case of inclusive education research",,,,,,"This study presents a bibliometric analysis of research on inclusive education focusing on the development, scholarly publishing, and various influences on the body of knowledge (information sources, authors, institutions, and countries). Data for this study were collected from three reference and citation-enhanced indexing databases, i.e., Google Scholar, Scopus, and Web of Science. There was diversity in terms of variations of results from one database to the other. This research will be valuable for academia and researchers alike in the field of inclusive education. The researchers in scholarly communication research area, policy makers, and those involved in measuring researchers’ performance for promotions and awards on the basis of publications and citations indicators may also benefit.",,12/08/2021 21:06,10/12/2021 9:08,,11,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: NoCitationData[s1],,"C:\Users\d_mal\Zotero\storage\6FZQWPUW\Shah и др. - Review of Google scholar, Web of Science, and Scop.pdf",,comparison; review; web of science; data base; google scholar; scopus; education research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WXXCHSRG,journalArticle,2009,"Kulkarni, Abhaya V.","Comparisons of Citations in Web of Science, Scopus, and Google Scholar for Articles Published in General Medical Journals",JAMA,,0098-7484,10.1001/jama.2009.1307,http://jama.jamanetwork.com/article.aspx?doi=10.1001/jama.2009.1307,"Objective To compare the citation count profiles of articles published in general medical journals among the citation databases of Web of Science, Scopus, and Google Scholar. Design Cohort study of 328 articles published in JAMA, Lancet, or the New England Journal of Medicine between October 1, 1999, and March 31, 2000. Total citation counts for each article up to June 2008 were retrieved from Web of Science, Scopus, and Google Scholar. Article characteristics were analyzed in linear regression models to determine interaction with the databases. Main Outcome Measures Number of citations received by an article since publication and article characteristics associated with citation in databases. Results Google Scholar and Scopus retrieved more citations per article with a median of 160 (interquartile range [IQR], 83 to 324) and 149 (IQR, 78 to 289), respectively, than Web of Science (median, 122; IQR, 66 to 241) (PϽ.001 for both comparisons). Compared with Web of Science, Scopus retrieved more citations from non–English-language sources (median, 10.2% vs 4.1%) and reviews (30.8% vs 18.2%), and fewer citations from articles (57.2% vs 70.5%), editorials (2.1% vs 5.9%), and letters (0.8% vs 2.6%) (all P Ͻ .001). On a log10-transformed scale, fewer citations were found in Google Scholar to articles with declared industry funding (nonstandardized regression coefficient, −0.09; 95% confidence interval [CI], −0.15 to −0.03), reporting a study of a drug or medical device (−0.05; 95% CI, −0.11 to 0.01), or with group authorship (−0.29; 95% CI, −0.35 to −0.23). In multivariable analysis, group authorship was the only characteristic that differed among the databases; Google Scholar had significantly fewer citations to group-authored articles (−0.30; 95% CI, −0.36 to −0.23) compared with Web of Science. Conclusion Web of Science, Scopus, and Google Scholar produced quantitatively and qualitatively different citation counts for articles published in 3 general medical journals.",09/09/2009,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:13,1092,,10,302,,JAMA,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000665,,"C:\Users\d_mal\Zotero\storage\DNMAHP96\Kulkarni - 2009 - Comparisons of Citations in Web of Science, Scopus.pdf",,citation; comparison; journals; web of science; google scholar; scopus; medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29P794DW,journalArticle,2013,"S. Adriaanse, Leslie; Rensleigh, Chris","Web of Science, Scopus and Google Scholar: A content comprehensiveness comparison",The Electronic Library,,0264-0473,10.1108/EL-12-2011-0174,https://www.emerald.com/insight/content/doi/10.1108/EL-12-2011-0174/full/html,"Purpose – The research aim for this study was to compare three citation resources with one another to identify the citation resource with the most representative South African scholarly environmental sciences citation coverage. This paper focuses on the results of the content veriﬁcation process which measured amongst others the citation counts, multiple copies and inconsistencies encountered across the three citation resources ISI Web of Science, Scopus and Google Scholar.",18/11/2013,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:13,727-744,,6,31,,The Electronic Library,"Web of Science, Scopus and Google Scholar",,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000191,,"C:\Users\d_mal\Zotero\storage\KRPYYTTL\S. Adriaanse и Rensleigh - 2013 - Web of Science, Scopus and Google Scholar A conte.pdf",,comparison; web of science; data base; google scholar; scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E6F9SYHG,journalArticle,2013,"Leydesdorff, Loet; Carley, Stephen; Rafols, Ismael",Global maps of science based on the new Web-of-Science categories,Scientometrics,,"0138-9130, 1588-2861",10.1007/s11192-012-0784-8,http://link.springer.com/10.1007/s11192-012-0784-8,,2013-02,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:12,589-593,,2,94,,Scientometrics,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000286,,C:\Users\d_mal\Zotero\storage\QURF7IIH\Leydesdorff и др. - 2013 - Global maps of science based on the new Web-of-Sci.pdf,,mapping; science maps; web of science; data base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDWZ4TG4,journalArticle,2017,"Martin-Martin, Alberto; Orduna-Malea, Enrique; Harzing, Anne-Wil; Delgado López-Cózar, Emilio",Can we use Google Scholar to identify highly-cited documents?,Journal of Informetrics,,17511577,10.1016/j.joi.2016.11.008,https://linkinghub.elsevier.com/retrieve/pii/S175115771630298X,"The main objective of this paper is to empirically test whether the identification of highly-cited documents through Google Scholar is feasible and reliable. To this end, we carried out a longitudinal analysis (1950 to 2013), running a generic query (filtered only by year of publication) to minimise the effects of academic search engine optimisation. This gave us a final sample of 64,000 documents (1,000 per year). The strong correlation between a document’s citations and its position in the search results (r= 0.67) led us to conclude that Google Scholar is able to identify highly-cited papers effectively. This, combined with Google Scholar’s unique coverage (no restrictions on document type and source), makes the academic search engine an invaluable tool for bibliometric research relating to the identification of the most influential scientific documents. We find evidence, however, that Google Scholar ranks those documents whose language (or geographical web domain) matches with the user’s interface language higher than could be expected based on citations. Nonetheless, this language effect and other factors related to the Google Scholar’s operation, i.e. the proper identification of versions and the date of publication, only have an incidental impact. They do not compromise the ability of Google Scholar to identify the highly-cited papers.",2017-02,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:12,152-163,,1,11,,Journal of Informetrics,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000119,,C:\Users\d_mal\Zotero\storage\32IDD5HJ\Martin-Martin и др. - 2017 - Can we use Google Scholar to identify highly-cited.pdf,,citation; data base; google scholar; cited documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMSZYBIS,journalArticle,2008,"Bar-Ilan, Judit","Which h-index? — A comparison of WoS, Scopus and Google Scholar",Scientometrics,,"0138-9130, 1588-2861",10.1007/s11192-008-0216-y,http://link.springer.com/10.1007/s11192-008-0216-y,,2008-02,12/08/2021 21:06,10/12/2021 9:08,15/07/2021 21:54,257-271,,2,74,,Scientometrics,Which h-index?,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000924,,"C:\Users\d_mal\Zotero\storage\TVZB5R9Q\Bar-Ilan - 2008 - Which h-index — A comparison of WoS, Scopus and G.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6NIN7FJ9,journalArticle,2006,"Yang, Kiduk; Meho, Lokman I.","Citation Analysis: A Comparison of Google Scholar, Scopus, and Web of Science",Proceedings of the American Society for Information Science and Technology,,1550-8390,10.1002/meet.14504301185,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/meet.14504301185,"When faculty members are evaluated, they are judged in part by the impact and quality of their scholarly publications. While all academic institutions look to publication counts and venues as well as the subjective opinions of peers, many hiring, tenure, and promotion committees also rely on citation analysis to obtain a more objective assessment of an author's work. Consequently, faculty members try to identify as many citations to their published works as possible to provide a comprehensive assessment of their publication impact on the scholarly and professional communities. The Institute for Scientific Information's (ISI) citation databases, which are widely used as a starting point if not the only source for locating citations, have several limitations that may leave gaps in the coverage of citations to an author's work. This paper presents a case study comparing citations found in Scopus and Google Scholar with those found in Web of Science (the portal used to search the three ISI citation databases) for items published by two Library and Information Science full-time faculty members. In addition, the paper presents a brief overview of a prototype system called CiteSearch, which analyzes combined data from multiple citation databases to produce citation-based quality evaluation measures.",2006,12/08/2021 21:06,10/12/2021 9:08,15/07/2021 21:55,Jan-15,,1,43,,,Citation Analysis,,,,,,,en,,,,,Wiley Online Library,,ZSCC: 0000217  _eprint: https://asistdl.onlinelibrary.wiley.com/doi/pdf/10.1002/meet.14504301185,,"C:\Users\d_mal\Zotero\storage\3ZM822Y8\Yang и Meho - 2006 - Citation Analysis A Comparison of Google Scholar,.pdf; C:\Users\d_mal\Zotero\storage\U4TJSDGL\meet.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEGL8X3I,document,2017,"Sharma, Anket","2017 Latest Impact Factors (2016 Journal Citation Reports, Thomson Reuters)",,,,,,,2017,12/08/2021 21:06,10/12/2021 9:08,,,,,,,,,,,,,,,,,,,,,,ZSCC: NoCitationData[s1],,C:\Users\d_mal\Zotero\storage\88XUL5DJ\JournalImpactfactor_2017new-.pdf,,journals; thomson reuters; impact factor; journal citation reports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLWCGGYB,journalArticle,1997,"Katz, J. Sylvan; Martin, Ben R.",What is research collaboration?,Research Policy,,0048-7333,10.1016/S0048-7333(96)00917-1,https://www.sciencedirect.com/science/article/pii/S0048733396009171,"Although there have been many previous studies of research collaboration, comparatively little attention has been given to the concept of ‘collaboration’ or to the adequacy of attempting to measure it through co-authorship. In this paper, we distinguish between collaboration at different levels and show that inter-institutional and international collaboration need not necessarily involve inter-individual collaboration. We also show that co-authorship is no more than a partial indicator of collaboration. Lastly, we argue for a more symmetrical approach in comparing the costs of collaboration with the undoubted benefits when considering policies towards research collaboration.",01/03/1997,05/10/2021 19:18,10/12/2021 9:08,05/10/2021 19:18,Jan-18,,1,26,,Research Policy,,,,,,,,en,,,,,ScienceDirect,,ZSCC: 0003509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R7R4XMYN,journalArticle,2020,"Moral-Muñoz, José A.; Herrera-Viedma, Enrique; Santisteban-Espejo, Antonio; Cobo, Manuel J.",Software tools for conducting bibliometric analysis in science: An up-to-date review,El Profesional de la Información,,"1699-2407, 1386-6710",10.3145/epi.2020.ene.03,https://revista.profesionaldelainformacion.com/index.php/EPI/article/view/epi.2020.ene.03,"Bibliometrics has become an essential tool for assessing and analyzing the output of scientists, cooperation between universities, the effect of state-owned science funding on national research and development performance and educational efficiency, among other applications. Therefore, professionals and scientists need a range of theoretical and practical tools to measure experimental data. This review aims to provide an up-to-date review of the various tools available for conducting bibliometric and scientometric analyses, including the sources of data acquisition, performance analysis and visualization tools. The included tools were divided into three categories: general bibliometric and performance analysis, science mapping analysis, and libraries; a description of all of them is provided. A comparative analysis of the database sources support, pre-processing capabilities, analysis and visualization options were also provided in order to facilitate its understanding. Although there are numerous bibliometric databases to obtain data for bibliometric and scientometric analysis, they have been developed for a different purpose. The number of exportable records is between 500 and 50,000 and the coverage of the different science fields is unequal in each database. Concerning the analyzed tools, Bibliometrix contains the more extensive set of techniques and suitable for practitioners through Biblioshiny. VOSviewer has a fantastic visualization and is capable of loading and exporting information from many sources. SciMAT is the tool with a powerful pre-processing and export capability. In views of the variability of features, the users need to decide the desired analysis output and chose the option that better fits into their aims.",19/01/2020,12/08/2021 21:05,10/12/2021 9:08,09/06/2021 19:50,,,1,29,,EPI,Software tools for conducting bibliometric analysis in science,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000144,,C:\Users\d_mal\Zotero\storage\QXBS8MS9\moral-herrera-santisteban-cobo.pdf,,comparison; databases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39GM5FD5,journalArticle,2018,"Martín-Martín, Alberto; Orduna-Malea, Enrique; Thelwall, Mike; Delgado López-Cózar, Emilio","Google Scholar, Web of Science, and Scopus: A systematic comparison of citations in 252 subject categories",Journal of Informetrics,,17511577,10.1016/j.joi.2018.09.002,https://linkinghub.elsevier.com/retrieve/pii/S1751157718303249,"Despite citation counts from Google Scholar (GS), Web of Science (WoS), and Scopus being widely consulted by researchers and sometimes used in research evaluations, there is no recent or systematic evidence about the differences between them. In response, this paper investigates 2,448,055 citations to 2,299 English-language highly-cited documents from 252 GS subject categories published in 2006, comparing GS, the WoS Core Collection, and Scopus. GS consistently found the largest percentage of citations across all areas (93%-96%), far ahead of Scopus (35%-77%) and WoS (27%-73%). GS found nearly all the WoS (95%) and Scopus (92%) citations. Most citations found only by GS were from non-journal sources (48%-65%), including theses, books, conference papers, and unpublished materials. Many were non-English (19%38%), and they tended to be much less cited than citing sources that were also in Scopus or WoS. Despite the many unique GS citing sources, Spearman correlations between citation counts in GS and WoS or Scopus are high (0.78-0.99). They are lower in the Humanities, and lower between GS and WoS than between GS and Scopus. The results suggest that in all areas GS citation data is essentially a superset of WoS and Scopus, with substantial extra coverage.",2018-11,12/08/2021 21:06,10/12/2021 9:08,07/08/2020 18:13,1160-1177,,4,12,,Journal of Informetrics,"Google Scholar, Web of Science, and Scopus",,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000643,,"C:\Users\d_mal\Zotero\storage\G6KTEEML\Martín-Martín и др. - 2018 - Google Scholar, Web of Science, and Scopus A syst.pdf",,citation; web of science; data base; google scholar; scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GFUBRU9A,journalArticle,2019,"AlRyalat, Saif Aldeen S.; Malkawi, Lna W.; Momani, Shaher M.","Comparing Bibliometric Analysis Using PubMed, Scopus, and Web of Science Databases",JoVE (Journal of Visualized Experiments),,1940-087X,10.3791/58494,https://www.jove.com/v/58494/comparing-bibliometric-analysis-using-pubmed-scopus-web-science,"Literature databases (i.e., PubMed, Scopus, and Web of Science) differ in terms of their coverage, focus, and the tool they provide. PubMed focuses mainly on life sciences and biomedical disciplines, whereas Scopus and Web of Science are multidisciplinary. The protocol described in the current study was used to search for publications from Jordanian authors in the years 2013-2017. In this protocol, how to use each database to conduct this type of search is explained in detail. A Scopus search resulted in the highest number of documents (11,444 documents), followed by a Web of Science search (10,943 documents). PubMed resulted in a smaller number of documents due to its narrower scope and coverage (4,363 documents). The results also show a yearly trend in: (1) the number of publications, (2) the disciplines that have the most publications, (3) the countries of collaboration, and (4) the number of open access publications. In contrast, PubMed has a sophisticated keyword optimization service (i.e., Medical Subject Heading, or MeSH), while both Scopus and Web of Science provide search analysis tools that can produce representative figures. Finally, the features of each database are explained in detail and several indices that can be extracted using the search results are provided. This study provides a base for using literature databases for bibliometric analysis.",24/10/2019,12/08/2021 21:06,10/12/2021 9:08,09/06/2021 19:51,e58494,,152,,,,,,,,,,,,,,,,www.jove.com,,ZSCC: 0000073,,,,comparison; databases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25VN8UQM,journalArticle,2002,"Laudel, Grit",What do we measure by co-authorships?,Research Evaluation,,0958-2029,10.3152/147154402781776961,https://doi.org/10.3152/147154402781776961,"Interviews with scientists about the content and reward of collaborations, and classification of contributions of co-authors and scientists cited in acknowledgements, identified six types of research collaborations with distinct patterns of rewards; showed that about half of the collaborations are invisible in formal communication channels because they are not rewarded; and showed that about one third of the collaborations are rewarded only by acknowledgements.",01/04/2002,05/10/2021 19:18,10/12/2021 9:08,05/10/2021 19:18,Mar-15,,1,11,,Research Evaluation,,,,,,,,,,,,,Silverchair,,ZSCC: 0000507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCMDIRS5,journalArticle,,"Bourdieu, Pierre","The specificity of the scientific field and the social conditions of the progress of reason - Pierre Bourdieu, 1975",,,,,https://journals.sagepub.com/doi/10.1177/053901847501400602,,,25/07/2021 14:45,10/12/2021 9:08,25/07/2021 14:45,,,,,,,,,,,,,,,,,,,,,ZSCC: NoCitationData[s0],,C:\Users\d_mal\Zotero\storage\37SY9L8J\053901847501400602.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WJNZZYIN,journalArticle,2016,"Bourdieu, Pierre",The specificity of the scientific field and the social conditions of the progress of reason:,Social Science Information,,,10.1177/053901847501400602,https://journals.sagepub.com/doi/10.1177/053901847501400602,,03/09/2016,25/07/2021 14:46,10/12/2021 9:08,25/07/2021 14:46,19-47,,6,14,,,The specificity of the scientific field and the social conditions of the progress of reason,,,,,,,en,,,,"Sage CA: Thousand Oaks, CA",journals.sagepub.com,,"ZSCC: NoCitationData[s2]  Publisher: SAGE PublicationsSage CA: Thousand Oaks, CA",,C:\Users\d_mal\Zotero\storage\R7MTCWE3\053901847501400602.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5IDJP3HV,journalArticle,2017,"Šubelj, Lovro; Fiala, Dalibor",Publication boost in web of science journals and its effect on citation distributions,Journal of the Association for Information Science and Technology,,23301635,10.1002/asi.23718,http://doi.wiley.com/10.1002/asi.23718,,2017-04,12/08/2021 21:06,10/09/2021 14:45,07/08/2020 18:15,1018-1023,,4,68,,Journal of the Association for Information Science and Technology,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000012,,C:\Users\d_mal\Zotero\storage\7NHCSQFQ\Šubelj и Fiala - 2017 - Publication boost in web of science journals and i.pdf,,citation; journals; web of science; publications; data base; publication boost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984VT6CI,journalArticle,2008,"Batagelj, Vladimir; Mrvar, Andrej",Networks from Web of Science,,,,,,,2008,12/08/2021 21:06,10/09/2021 14:45,,10,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: 0000002,,C:\Users\d_mal\Zotero\storage\CH3RNKBA\Batagelj и Mrvar - 2008 - Networks from Web of Science.pdf,,web of science; data base; network construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW7GL2GE,document,2020,"Hu, Xiaojun; Leydesdorff, Loet; Rousseau, Ronald",Exponential growth in the number of items in the WoS,,,,,,In this note we explain how to find the yearly numbers of items in Clarivate’s Web of Science (WoS) and its sub-databases. As a result we find that the WoS Core Collection grows exponentially during the period 1990-2019. We check and confirm that a simultaneous search at different locations leads to exactly the same results.,2020,12/08/2021 21:06,10/09/2021 14:45,,,,,,,,,,,,,,,,,,,,,,ZSCC: 0000004,,C:\Users\d_mal\Zotero\storage\GH2GNFDY\Exponentialgrowth.pdf,,web of science; publications; data base; core collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APURDR7G,journalArticle,1999,"Batagelj, Vladimir; Ferligoj, Anuska; Doreian, Patrick",Generalized Blockmodeling,,,,,,"The goal of blockmodeling is to reduce a large, potentially incoherent network to a smaller comprehensible structure that can be interpreted more readily. In the paper we present some basic ideas and developments in this area. 1 Basic Notions 1.1 Network Let E = {X 1 , X 2 , . . . , X n } be a finite set of units or units. The units are related by binary relations R t # E E, t = 1, . . . , r, r # 1 which determine a network N = (E, R 1 , R 2 , . . . , R r ) In the following we restrict our discussion to a single relation R described by a corresponding binary matrix R = [r ij ] nn where r ij = # 1 X i RX j 0 otherwise In some applications r ij can be a nonnegative real number expressing the strength of the relation R between units X i and X j . 1.1.1 Example: Student Government In Table 1 and Figure 1 the Student Government network is presented. It consists of communication interactions among twelve members and advisors of the Student Government at the Universit...",27/10/1999,27/07/2021 6:11,27/07/2021 6:11,,,,,,,,,,,,,,,,,,,,ResearchGate,,ZSCC: 0000023,,C:\Users\d_mal\Zotero\storage\EJDJ656L\Batagelj_Ferligoj_Doreian_1999_Generalized Blockmodeling.pdf; ,https://www.researchgate.net/publication/2606107_Generalized_Blockmodeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3Y4IRIBM,journalArticle,2012,"Kronegger, Luka; Mali, Franc; Ferligoj, Anuška; Doreian, Patrick",Collaboration structures in Slovenian scientific communities,Scientometrics,,1588-2861,10.1007/s11192-011-0493-8,https://doi.org/10.1007/s11192-011-0493-8,"We combine two seemingly distinct perspectives regarding the modeling of network dynamics. One perspective is found in the work of physicists and mathematicians who formally introduced the small world model and the mechanism of preferential attachment. The other perspective is sociological and focuses on the process of cumulative advantage and considers the agency of individual actors in a network. We test hypotheses, based on work drawn from these perspectives, regarding the structure and dynamics of scientific collaboration networks. The data we use are for four scientific disciplines in the Slovene system of science. The results deal with the overall topology of these networks and specific processes that generate them. The two perspectives can be joined to mutual benefit. Within this combined approach, the presence of small-world structures was confirmed. However preferential attachment is far more complex than advocates of a single autonomous mechanism claim.",01/02/2012,27/07/2021 6:06,27/07/2021 6:06,27/07/2021 6:06,631-647,,2,90,,Scientometrics,,,,,,,,en,,,,,Springer Link,,ZSCC: 0000109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMV3TT7P,journalArticle,2005,"Wagner, Caroline; Leydesdorff, Loet","Network Structure, Self-Organization and the Growth of International Collaboration in Science. Research Policy, 34(10), 2005, 1608-1618.",Research Policy,,,10.1016/j.respol.2005.08.002,,"One of the most important properties of self-organized networks is their scale-free property. Prior research proved empirically and theoretically that scale-free networks emerge under the preferential attachment rule. However, a few empirical studies also show that empirical networks diverge from the structure of scale-free networks. Empirical networks exhibit a lower exponent of the power law distribution than constructed scale-free networks. Our research aims at establishing a simple evolutionary network model that explains this difference. The results of our model suggest that there are two reasons for this discrepancy. First, as already known, additional links between existing nodes distort the scale-free feature. Second, boundaries between subgroups (groups of network nodes) distort the degree distribution. In general, we believe that our evolutionary model may be applicable not only to describe the structural evolution of networks but also to make network design recommendations in a variety of areas such as WWW-hyperlink networks, business collaboration networks, Peer-To-Peer Networks, and Web2.0 service networks.",01/12/2005,27/07/2021 6:05,27/07/2021 6:05,,1608-1618,,,34,,Research Policy,,,,,,,,,,,,,ResearchGate,,ZSCC: 0000000,,"; C:\Users\d_mal\Zotero\storage\H7TDAB4N\Wagner_Leydesdorff_2005_Network Structure, Self-Organization and the Growth of International.pdf",https://www.researchgate.net/publication/4929653_Network_Structure_Self-Organization_and_the_Growth_of_International_Collaboration_in_Science_Research_Policy_3410_2005_1608-1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCAFDNRM,webpage,,,(PDF) Positions and Roles,,,,,https://www.researchgate.net/publication/265223692_Positions_and_Roles,,,27/07/2021 6:02,27/07/2021 6:02,27/07/2021 6:02,,,,,,,,,,,,,,,,,,,,,,,C:\Users\d_mal\Zotero\storage\6HBDBSJ7\265223692_Positions_and_Roles.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
